gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
YKL201C,876.5402,1.222799,0.20355462,8.214573e-10,8.472364e-9
YKL216W,171.2156,1.473719,0.26640213,9.108702e-9,7.807634e-8
YKR001C,554.4976,1.320989,0.16058396,7.409053e-17,3.286407e-15
YKR002W,298.1198,1.463869,0.16903338,1.436027e-18,9.690128000000001e-17
YKR010C,104.6623,1.033983,0.21556178,8.889776e-7,5.154282e-6
YKR019C,104.6693,1.0316940000000001,0.21396571,7.866501e-7,4.603064e-6
YKR025W,49.04075,1.171226,0.33841743,2.360453e-4,8.119497e-4
YKR037C,45.974,1.307827,0.26930987,4.478213e-7,2.752452e-6
YKR050W,112.3576,1.299691,0.22982097,6.004671e-9,5.282612e-8
YKR062W,189.8775,1.052981,0.17917837,2.281622e-9,2.160049e-8
YKR063C,218.7735,1.20057,0.21536869,1.109281e-8,9.381558e-8
YKR071C,416.9577,1.33567,0.17843745,2.659572e-14,7.148163e-13
YKR077W,74.00333,1.040859,0.26166763,3.737822e-5,1.559803e-4
YKR081C,130.768,2.140454,0.32002744,1.596519e-12,2.918362e-11
YKR092C,310.2824,1.522392,0.23992352,5.9534e-11,7.834526e-10
YKR094C,51.96156,1.35172,0.36803524,7.904072e-5,3.034838e-4
YKR095W,2118.831,1.078893,0.14731704,1.287092e-13,2.915722e-12
YKR099W,209.93,1.557699,0.31902694,2.518387e-7,1.628351e-6
YLL006W-A,16.0934,1.8757490000000001,0.41380769,6.853989e-7,4.032918e-6
YLL008W,726.3695,1.763091,0.34354073,4.573596e-8,3.396993e-7
YLL018C,468.7973,1.218362,0.21927877,1.200236e-8,1.01238e-7
YLL021W,963.1499,1.284393,0.22488946,4.435488e-9,4.030702e-8
YLL022C,55.40654,2.369697,0.31195933,1.201051e-15,4.095842e-14
YLL034C,242.6982,1.966207,0.23014933,1.477181e-18,9.862907000000001e-17
YLL036C,294.2641,1.474587,0.17798753,3.5346120000000006e-17,1.698488e-15
YLL045C,529.1494,1.384318,0.44544144,5.52935e-4,0.001747517
YLL046C,58.12738,2.787194,0.35538673,4.142151e-17,1.931887e-15
YLR002C,131.2646,1.427562,0.25975053,1.211422e-8,1.019105e-7
YLR003C,186.4887,2.588323,0.2421785,2.567312e-28,6.785191999999999e-26
YLR009W,97.02529,1.64438,0.31993904,5.641396e-8,4.113032e-7
YLR021W,24.10102,1.151272,0.43471581,0.003417682,0.008706167
YLR022C,203.2284,1.323517,0.20978274,1.054303e-10,1.286047e-9
YLR026C,60.99877,1.024894,0.25709146,3.678012e-5,1.538894e-4
YLR030W,11.88103,1.788331,0.68122595,8.140681e-4,0.002465524
YLR032W,198.0353,1.264273,0.22076158,4.172116e-9,3.80226e-8
YLR045C,513.0868,1.571717,0.20829918,1.124588e-14,3.227719e-13
YLR051C,241.8429,1.04019,0.28592178,1.46234e-4,5.264259e-4
YLR055C,34.64392,1.053319,0.35432955,0.001494475,0.004216839
YLR061W,491.5498,1.061973,0.37821225,0.002463545,0.0065629
YLR068W,165.5781,1.234573,0.32021391,4.684055e-5,1.892418e-4
YLR073C,11.94551,1.075444,0.47225842,0.01035819,0.0231101
YLR074C,62.69382,2.007245,0.46170564,1.135068e-6,6.451376e-6
YLR086W,628.2947,1.609999,0.18620305,1.248711e-18,8.609317e-17
YLR095C,493.9303,1.216532,0.20716542,1.88488e-9,1.808743e-8
YLR103C,57.33028,1.137191,0.32898109,2.522908e-4,8.603658e-4
YLR106C,2218.121,2.1916350000000002,0.24672733,4.3428829999999997e-20,3.935273e-18
YLR109W,1186.413,1.211115,0.37100263,4.457396e-4,0.001441043
YLR115W,232.7859,1.035571,0.18066777,5.522622e-9,4.913042e-8
YLR121C,346.3807,2.083032,0.4269707,7.689386e-8,5.498056e-7
YLR129W,293.7962,1.857015,0.23343899,2.548154e-16,1.022971e-14
YLR138W,1016.354,1.050316,0.15982428,2.735176e-11,3.916303e-10
YLR181C,119.9097,1.1354,0.22285308,1.695178e-7,1.136629e-6
YLR182W,251.9525,1.301788,0.16926579,5.751176e-15,1.712662e-13
YLR183C,45.11806,1.172609,0.28334452,1.575672e-5,7.138919e-5
YLR185W,236.9424,1.537565,0.54955443,0.001021055,0.003005361
YLR187W,302.9081,1.550457,0.25211672,1.969264e-10,2.275235e-9
YLR190W,31.85374,1.08134,0.32813566,4.87435e-4,0.001563094
YLR192C,384.1797,1.942567,0.23491348,1.5997890000000002e-17,8.386329e-16
YLR196W,425.5354,1.928866,0.29377539,6.078436e-12,9.886031e-11
YLR222C,254.8238,1.599998,0.26785233,5.346691e-10,5.73842e-9
YLR223C,1809.231,1.13373,0.31425271,1.443179e-4,5.204141e-4
YLR226W,124.9314,1.051427,0.23503691,4.127215e-6,2.111203e-5
YLR244C,93.73272,1.260393,0.3519406,1.309949e-4,4.780788e-4
YLR259C,361.8116,1.247302,0.26701042,1.225207e-6,6.914137e-6
YLR260W,234.8037,1.665524,0.26677299,8.739858e-11,1.089134e-9
YLR263W,72.3499,1.727136,0.24098368,1.409096e-13,3.180745e-12
YLR272C,134.1185,1.420814,0.25144625,5.059833e-9,4.552415e-8
YLR276C,409.7335,1.987726,0.31847604,4.385312e-11,5.943597e-10
YLR287C,45.60485,1.115723,0.33576877,4.211671e-4,0.001369279
YLR293C,116.7973,1.143945,0.23282447,4.284552e-7,2.646243e-6
YLR300W,586.2855,1.120589,0.29264673,6.177231e-5,2.440666e-4
YLR309C,1207.95,1.120723,0.1361884,9.571759000000001e-17,4.169947e-15
YLR314C,139.3067,1.272127,0.22850191,1.040251e-8,8.868698e-8
YLR325C,2265.261,1.335557,0.26087252,1.103498e-7,7.658081e-7
YLR333C,111.1856,1.529819,0.37763486,1.234268e-5,5.718746e-5
YLR335W,516.08,1.544222,0.13679693,4.02201e-30,1.4173119999999999e-27
YLR336C,302.5741,1.323149,0.20615206,5.18237e-11,6.949636e-10
YLR342W,2998.432,1.958583,0.27220456,6.974023e-14,1.681986e-12
YLR343W,24.06458,1.702817,0.3613298,4.336151e-7,2.675507e-6
YLR344W,271.9099,1.392042,0.56785465,0.003595652,0.009104679
YLR353W,106.1705,1.876158,0.26153702,9.820079e-14,2.306991e-12
YLR363W-A,27.91767,2.575477,0.49911911,3.909372e-9,3.570696e-8
YLR378C,472.3317,1.22353,0.32944287,8.361369e-5,3.185355e-4
YLR380W,31.43788,1.080237,0.37060322,0.001725984,0.004805934
YLR383W,333.3547,1.712714,0.20128639,3.387132e-18,2.04615e-16
YLR388W,499.0554,1.097369,0.55737055,0.02001431,0.0410711
YLR394W,115.0348,1.472322,0.24624745,6.538241e-10,6.912011e-9
YLR399C,1013.426,1.425135,0.16587056,2.784376e-18,1.748644e-16
YLR401C,173.2446,1.864114,0.32696385,1.561904e-9,1.521837e-8
YLR406C,286.9126,1.869389,0.28851881,1.233579e-11,1.885444e-10
YLR419W,192.2712,1.149223,0.18938924,6.24972e-10,6.629092e-9
YLR430W,750.1914,1.902728,0.20460562,1.854142e-21,2.081881e-19
YLR432W,71.56404,1.674802,0.30421207,7.205808e-9,6.269745e-8
YLR435W,65.10551,1.057042,0.28781021,1.250844e-4,4.586187e-4
YLR438C-A,59.01509,1.138847,0.32959345,2.52963e-4,8.621946e-4
YLR441C,175.0322,1.071268,0.34791538,0.001031715,0.003033922
YLR442C,273.9375,1.451301,0.16607627,7.347162999999999e-19,5.41896e-17
YLR448W,142.5707,2.240562,0.36954418,6.954464e-11,8.984148e-10
YLR449W,561.6354,2.019595,0.25826359,5.219402e-16,1.994377e-14
YLR455W,395.1985,1.554578,0.21919668,3.380323e-13,6.938961e-12
YML012W,167.0824,1.16005,0.17728884,2.875406e-11,4.071138e-10
YML015C,117.9026,1.103137,0.21011972,7.727782e-8,5.513759e-7
YML018C,107.2621,1.024952,0.41992215,0.007383949,0.01714363
YML045W,60.632,20.49698,3.88356051,3.27447e-8,2.511483e-7
YML049C,541.442,1.017846,0.18625862,2.627217e-8,2.064986e-7
YML056C,106.7389,1.158492,0.49891649,0.008018691,0.01848203
YML060W,38.79004,1.043821,0.34621297,0.001322269,0.00379853
YML071C,513.7756,1.085865,0.19383518,1.105848e-8,9.36501e-8
YML072C,2302.071,1.192638,0.16719396,4.498846e-13,9.059105e-12
YML073C,640.5093,1.24565,0.27279697,2.032609e-6,1.111452e-5
YML074C,1537.193,1.255661,0.19954924,1.30038e-10,1.550152e-9
YML081C-A,44.13261,1.026601,0.47204386,0.01436955,0.03096088
YML093W,532.1726,1.989722,0.32306195,7.340626e-11,9.33098e-10
YML094W,30.70418,1.301823,0.32384294,2.13361e-5,9.417875e-5
YML097C,211.8201,1.549287,0.18845268,5.278942e-17,2.415453e-15
YML098W,181.9566,1.357189,0.22101193,2.914293e-10,3.271746e-9
YML102W,38.69082,1.03354,0.3165799,5.795275e-4,0.001820474
YML106W,147.7121,1.88847,0.30912828,1.268654e-10,1.518316e-9
YML109W,183.2257,1.920422,0.22193673,6.289786999999999e-19,4.749538e-17
YML114C,175.7875,1.493128,0.17787815,1.3592e-17,7.36872e-16
YML124C,195.1818,1.142362,0.29758091,5.759149e-5,2.293175e-4
YML130C,576.8699,1.006796,0.24099347,1.659194e-5,7.474622e-5
YMR005W,367.5998,1.452354,0.21191147,2.203236e-12,3.88198e-11
YMR014W,693.9857,1.91297,0.2871415,3.296591e-12,5.605972e-11
YMR048W,24.23802,1.688063,0.44429483,2.443342e-5,1.058615e-4
YMR049C,212.552,2.016111,0.30885946,6.391217e-12,1.028921e-10
YMR076C,317.6682,2.260513,0.32739908,2.616483e-13,5.513738e-12
YMR101C,26.82735,2.749976,0.38542135,1.002026e-14,2.902216e-13
YMR117C,35.57867,1.520361,0.34810647,3.165556e-6,1.664936e-5
YMR118C,59.38647,1.191715,0.58249486,0.01408408,0.03045869
YMR124W,378.1021,1.309805,0.1866591,8.753731e-13,1.67749e-11
YMR127C,44.25908,2.174791,0.37750795,5.105488e-10,5.563856e-9
YMR128W,694.3839,1.954502,0.28048828,3.601239e-13,7.321365e-12
YMR131C,84.37837,1.750557,0.35148219000000003,1.031399e-7,7.20503e-7
YMR142C,768.5304,1.381918,0.23694655,1.854959e-9,1.785433e-8
YMR144W,36.04196,1.475182,0.35989923,1.12166e-5,5.277961e-5
YMR146C,113.1473,1.393559,0.30319815,1.383374e-6,7.737865e-6
YMR177W,70.10269,1.363842,0.26335616,7.697105e-8,5.498056e-7
YMR179W,90.73851,1.026439,0.30817153,4.638246e-4,0.001495699
YMR183C,465.5162,1.291052,0.19522015,1.48858e-11,2.248111e-10
YMR184W,95.40949,1.309527,0.25778328,1.417359e-7,9.625597e-7
YMR185W,290.549,1.392862,0.21250772,1.88155e-11,2.775505e-10
YMR186W,5427.366,1.681711,0.16653179,1.164116e-24,1.9431550000000002e-22
YMR190C,385.2329,1.260156,0.21021058,8.396338e-10,8.645775e-9
YMR192W,416.3891,1.18704,0.16506902,2.972372e-13,6.201893e-12
YMR194W,107.6693,1.266784,0.60428,0.01074295,0.02385942
YMR207C,287.681,1.16853,0.19875861,1.93501e-9,1.851247e-8
YMR214W,128.3488,1.867736,0.26429949,2.165971e-13,4.625843e-12
YMR215W,68.43388,1.405284,0.36093808,3.001678e-5,1.282131e-4
YMR216C,318.6212,1.097983,0.18563518,1.713695e-9,1.659537e-8
YMR217W,93.44082,1.565989,0.32896356,4.549004e-7,2.790613e-6
YMR226C,98.06695,1.112421,0.41840294,0.003536099,0.008978974
YMR227C,349.5374,1.091858,0.19747948,1.666927e-8,1.367829e-7
YMR229C,1459.907,1.941379,0.26416466,2.329969e-14,6.288932e-13
YMR230W,173.0579,1.021522,0.49192033,0.01817763,0.03779112
YMR230W-A,50.22855,1.438844,0.41491445,1.442958e-4,5.204141e-4
YMR236W,26.51781,1.303143,0.46948026,0.001802367,0.005003243
YMR239C,123.0745,1.021601,0.2745797,1.086506e-4,4.052224e-4
YMR273C,533.9368,1.599541,0.20211574,5.933512e-16,2.213898e-14
YMR276W,83.7992,1.329555,0.29668754,2.647567e-6,1.414787e-5
YMR277W,326.9431,1.797581,0.2783336,1.654235e-11,2.468897e-10
YMR289W,38.19174,1.489546,0.30555968,2.980182e-7,1.903655e-6
YMR290C,79.29965,2.154367,0.30540112,1.203798e-13,2.756567e-12
YMR295C,513.7445,1.440771,0.19692675,7.997481e-14,1.914265e-12
YMR296C,170.5457,1.237503,0.30024455,1.535914e-5,6.988738e-5
YNCC0005W,7.531478,1.641107,4.72022084,0.00314736,0.008125235
YNCD0004W,29.87532,6.811224,9.47699641,2.615574e-4,8.876718e-4
YNCE0011C,2243.171,2.726382,0.72001463,9.798943e-7,5.635058e-6
YNCG0034W,25.53344,1.073228,3.44703749,0.006812612,0.01596321
YNCG0039W,16.60185,3.158517,7.12544295,0.001087686,0.003177208
YNCG0044C,1627.212,2.256294,0.64184392,1.388303e-5,6.385791e-5
YNCG0047C,7.75863,1.543484,0.62818361,0.002439759,0.006508626
YNCG0048W,26.94484,1.035535,0.36927523,0.002587742,0.006842037
YNCJ0017C,10.39988,2.037925,5.45730991,0.002191184,0.005921893
YNCK0008W,32.93582,1.114956,3.55180454,0.006327422,0.01494664
YNCN0011W,26.42497,4.07424,8.07360065,7.142488e-4,0.00218547
YNCP0007C,27.80624,14.0039,9.6244965,3.5734430000000003e-05,1.499097e-4
YNL002C,476.0528,1.962508,0.27416456,9.057631e-14,2.151781e-12
YNL058C,558.9323,2.988606,0.26487766,7.162523e-32,3.49476e-29
YNL059C,470.5254,1.003652,0.18637369,4.166571e-8,3.135061e-7
YNL061W,405.9031,1.768324,0.33766846,2.592341e-8,2.045176e-7
YNL068C,78.61088,1.287092,0.21798049,1.396061e-9,1.379317e-8
YNL069C,134.108,1.919924,0.3255742,4.318399e-10,4.747245e-9
YNL079C,1029.974,1.17861,0.18415111,7.217593e-11,9.19301e-10
YNL082W,138.0678,1.137033,0.26320227,7.438748e-6,3.610098e-5
YNL087W,155.2634,1.249766,0.17831461,1.016449e-12,1.913155e-11
YNL088W,1289.291,2.053209,0.17574087,1.495113e-32,8.621366e-30
YNL091W,1026.687,1.013571,0.17221322,2.26745e-9,2.149841e-8
YNL102W,270.2271,1.754863,0.35792861,1.514661e-7,1.024253e-6
YNL103W,298.8309,1.336511,0.21618222,2.31875e-10,2.640833e-9
YNL110C,345.1082,1.40135,0.33327717,8.142939e-6,3.924823e-5
YNL113W,121.7373,2.539928,0.39645242,3.139394e-12,5.353004e-11
YNL132W,325.6754,1.489667,0.26950149,9.077174e-9,7.791139e-8
YNL141W,39.9797,1.131447,0.51418683,0.01128195,0.02490681
YNL143C,11.45716,1.188333,0.54729987,0.0108102,0.02398359
YNL146C-A,4.349921,1.634846,0.82682734,0.004485755,0.01104548
YNL149C,158.2803,1.264555,0.26421786,6.803776e-7,4.007089e-6
YNL151C,134.6094,2.056568,0.2896192,1.098157e-13,2.551506e-12
YNL154C,415.6728,1.509341,0.22124002,2.481496e-12,4.325563e-11
YNL175C,249.8638,2.173185,0.34821998,2.758376e-11,3.940626e-10
YNL178W,1328.02,1.405277,0.4662289,7.152987e-4,0.002187628
YNL186W,1141.617,1.217892,0.22036848,1.42172e-8,1.183921e-7
YNL204C,22.39137,1.398703,0.39815309,1.322106e-4,4.81684e-4
YNL207W,21.40582,1.067026,0.46511742,0.01007577,0.02258326
YNL209W,107.4374,1.343981,0.48110502,0.00157938,0.004434708
YNL227C,259.1781,1.997252,0.1988023,1.025146e-24,1.8062510000000002e-22
YNL232W,425.8475,1.739779,0.25363149,1.230865e-12,2.296287e-11
YNL233W,332.9407,1.173595,0.22659517,1.02775e-7,7.187448e-7
YNL247W,160.5462,1.370495,0.24211132,5.195598e-9,4.660368e-8
YNL248C,58.44259,1.560395,0.30986546,1.146956e-7,7.933636e-7
YNL254C,109.8072,1.38522,0.2062131,6.321759e-12,1.020329e-10
YNL262W,282.0876,1.73728,0.24697704,3.600959e-13,7.321365e-12
YNL269W,5.639532,1.467529,0.72708657,0.007312206,0.01700195
YNL270C,19.28562,1.33108,0.45152556,0.001017822,0.002997236
YNL273W,108.2676,1.191414,0.20610656,3.37945e-9,3.112214e-8
YNL274C,442.8643,1.058544,0.34850665,0.001204382,0.003486512
YNL290W,47.19108,1.107718,0.3053217,1.386105e-4,5.033858e-4
YNL292W,64.63331,1.009096,0.28098295,1.819862e-4,6.427273e-4
YNL294C,143.6393,1.004083,0.19629741,1.798838e-7,1.201056e-6
YNL299W,119.6616,1.510557,0.32120999,6.70537e-7,3.95648e-6
YNL308C,1166.819,1.529667,0.33627405,1.347954e-6,7.566437e-6
YNR012W,59.50638,1.372059,0.26016899,4.553493e-8,3.386026e-7
YNR017W,42.93704,1.033251,0.31114098,4.760526e-4,0.001530462
YNR022C,127.2211,1.020852,0.14961508,5.076622e-12,8.320675e-11
YNR024W,156.8513,1.027588,0.21304978,7.848558e-7,4.596806e-6
YNR030W,494.8654,1.663562,0.19491068,2.974424e-18,1.849683e-16
YNR038W,92.57535,1.904634,0.2804449,1.38673e-12,2.571939e-11
YNR046W,12.63912,1.138646,0.56686741,0.01698692,0.03562535
YNR051C,667.102,1.580448,0.2201284,1.707919e-13,3.748557e-12
YNR053C,407.3922,1.153908,0.30633327,7.551616e-5,2.913619e-4
YNR054C,190.6054,1.95949,0.29766213,5.051577e-12,8.301076e-11
YNR065C,156.4812,1.24377,0.27733979,2.990685e-6,1.580826e-5
YOL006C,580.757,1.474891,0.23131525,5.306107e-11,7.097103e-10
YOL010W,56.52088,1.179289,0.3278301,1.40299e-4,5.082335e-4
YOL019W,134.5237,1.25936,0.32123316,3.456531e-5,1.456796e-4
YOL022C,174.0212,1.501323,0.20781298,1.420579e-13,3.195295e-12
YOL029C,59.94559,1.564295,0.3640996,3.993223e-6,2.047616e-5
YOL034W,294.7972,1.519154,0.1937152,1.218751e-15,4.133976e-14
YOL036W,122.9565,1.271693,0.2024987,1.375692e-10,1.624956e-9
YOL038W,588.7357,1.040051,0.23761074,6.529319e-6,3.222994e-5
YOL039W,554.432,1.546958,0.34487532,1.751356e-6,9.668279e-6
YOL040C,300.0386,2.131694,0.53720548,3.907997e-6,2.013682e-5
YOL041C,381.0848,1.997016,0.25835518,1.118858e-15,3.878095e-14
YOL052C-A,22.56686,1.914671,0.73172802,5.566003e-4,0.00175735
YOL066C,29.86472,1.35693,0.37517955,9.697085e-5,3.6547e-4
YOL070C,100.6912,1.445117,0.20726965,9.681409e-13,1.83311e-11
YOL071W,101.2915,1.041948,0.28710808,1.509779e-4,5.413528e-4
YOL077C,102.2571,1.820688,0.31485356,1.067897e-9,1.075185e-8
YOL091W,21.99823,1.422599,0.35685787,1.985082e-5,8.805156e-5
YOL093W,84.20144,1.538518,0.29742033,5.821101e-8,4.234317e-7
YOL112W,133.2995,1.172191,0.19610707,1.060282e-9,1.070919e-8
YOL125W,83.62898,1.359927,0.27770449,3.347424e-7,2.114812e-6
YOL139C,20.99251,1.295033,0.42614236,8.173811e-4,0.002473592
YOL144W,216.5804,1.802837,0.28248639,2.6949e-11,3.867365e-10
YOL145C,609.7811,1.151108,0.18297538,1.521395e-10,1.790392e-9
YOR003W,65.94724,1.196258,0.2995303,2.814512e-5,1.206247e-4
YOR004W,235.5059,1.846697,0.29762693,7.637892e-11,9.650827e-10
YOR017W,262.3292,1.543211,0.15521975,7.307932e-24,1.0300939999999999e-21
YOR020C,385.8711,2.163178,0.404429,5.382827e-9,4.808912e-8
YOR027W,801.4677,1.725574,0.21746109,3.926141e-16,1.527823e-14
YOR048C,266.1733,1.235219,0.23180843,4.187495e-8,3.145219e-7
YOR056C,394.3023,1.678745,0.22705725,2.906485e-14,7.713738e-13
YOR064C,103.0632,1.162947,0.23615343,3.941696e-7,2.463268e-6
YOR073W,126.5173,1.83121,0.29016985,4.017222e-11,5.468078e-10
YOR078W,162.2291,2.098162,0.27632341,2.5403e-15,7.89859e-14
YOR091W,317.0695,2.402014,0.28302176,7.872074999999999e-19,5.610401000000001e-17
YOR094W,65.82189,1.079471,0.22430757,7.760546e-7,4.553667e-6
YOR104W,223.3668,1.356985,0.22270995,3.930107e-10,4.350553e-9
YOR119C,323.4786,1.671822,0.30497558,8.277158e-9,7.162621e-8
YOR127W,393.9237,2.119137,0.16983794,8.237656e-37,8.708575e-34
YOR132W,188.6561,1.018119,0.22438034,3.185683e-6,1.672747e-5
YOR145C,134.0263,1.499838,0.24959398,5.176866e-10,5.62275e-9
